time,Prop,Type,Group,strain_type,exposure,choose_rho,waning
25,0.16910666883462877,P,5,OC43_HE,Ordered,rho_05,Direct
30,0.2731683333929255,P,1,OC43_HE,Ordered,rho_05,Direct
30,0.198547395024257,P,2,OC43_HE,Ordered,rho_05,Direct
30,0.14431053402597388,P,3,OC43_HE,Ordered,rho_05,Direct
30,0.2148670687222147,P,4,OC43_HE,Ordered,rho_05,Direct
30,0.16910666883462877,P,5,OC43_HE,Ordered,rho_05,Direct
35,0.2731683333929255,P,1,OC43_HE,Ordered,rho_05,Direct
35,0.198547395024257,P,2,OC43_HE,Ordered,rho_05,Direct
35,0.14431053402597388,P,3,OC43_HE,Ordered,rho_05,Direct
35,0.2148670687222147,P,4,OC43_HE,Ordered,rho_05,Direct
35,0.16910666883462877,P,5,OC43_HE,Ordered,rho_05,Direct
40,0.2731683333929255,P,1,OC43_HE,Ordered,rho_05,Direct
40,0.198547395024257,P,2,OC43_HE,Ordered,rho_05,Direct
40,0.14431053402597388,P,3,OC43_HE,Ordered,rho_05,Direct
40,0.2148670687222147,P,4,OC43_HE,Ordered,rho_05,Direct
40,0.16910666883462877,P,5,OC43_HE,Ordered,rho_05,Direct
45,0.2731683333929255,P,1,OC43_HE,Ordered,rho_05,Direct
45,0.198547395024257,P,2,OC43_HE,Ordered,rho_05,Direct
45,0.14431053402597388,P,3,OC43_HE,Ordered,rho_05,Direct
45,0.2148670687222147,P,4,OC43_HE,Ordered,rho_05,Direct
45,0.16910666883462877,P,5,OC43_HE,Ordered,rho_05,Direct
50,0.2731683333929255,P,1,OC43_HE,Ordered,rho_05,Direct
50,0.198547395024257,P,2,OC43_HE,Ordered,rho_05,Direct
50,0.14431053402597388,P,3,OC43_HE,Ordered,rho_05,Direct
50,0.2148670687222147,P,4,OC43_HE,Ordered,rho_05,Direct
50,0.16910666883462877,P,5,OC43_HE,Ordered,rho_05,Direct
55,0.2731683333929255,P,1,OC43_HE,Ordered,rho_05,Direct
55,0.198547395024257,P,2,OC43_HE,Ordered,rho_05,Direct
55,0.14431053402597388,P,3,OC43_HE,Ordered,rho_05,Direct
55,0.2148670687222147,P,4,OC43_HE,Ordered,rho_05,Direct
55,0.16910666883462877,P,5,OC43_HE,Ordered,rho_05,Direct
60,0.2731683333929255,P,1,OC43_HE,Ordered,rho_05,Direct
60,0.198547395024257,P,2,OC43_HE,Ordered,rho_05,Direct
60,0.14431053402597388,P,3,OC43_HE,Ordered,rho_05,Direct
60,0.2148670687222147,P,4,OC43_HE,Ordered,rho_05,Direct
60,0.16910666883462877,P,5,OC43_HE,Ordered,rho_05,Direct
65,0.2731683333929255,P,1,OC43_HE,Ordered,rho_05,Direct
65,0.14431053402597388,P,3,OC43_HE,Ordered,rho_05,Direct
65,0.2148670687222147,P,4,OC43_HE,Ordered,rho_05,Direct
65,0.16910666883462877,P,5,OC43_HE,Ordered,rho_05,Direct
0,0.10294117647058824,M,2,OC43_HE,Ordered,rho_05,Laddered
0,0.27941176470588236,M,3,OC43_HE,Ordered,rho_05,Laddered
0,0.25,M,4,OC43_HE,Ordered,rho_05,Laddered
0,0.125,M,5,OC43_HE,Ordered,rho_05,Laddered
0,0.2426470588235294,P,1,OC43_HE,Ordered,rho_05,Laddered
0.125,0.04379621219333221,M,2,OC43_HE,Ordered,rho_05,Laddered
0.125,0.11887543309618741,M,3,OC43_HE,Ordered,rho_05,Laddered
0.125,0.10636222961237819,M,4,OC43_HE,Ordered,rho_05,Laddered
0.125,0.053181114806189096,M,5,OC43_HE,Ordered,rho_05,Laddered
0.125,0.4931450745060065,P,1,OC43_HE,Ordered,rho_05,Laddered
0.25,0.01863302457868107,M,2,OC43_HE,Ordered,rho_05,Laddered
0.25,0.05057535242784862,M,3,OC43_HE,Ordered,rho_05,Laddered
0.25,0.5051894053264916,P,1,OC43_HE,Ordered,rho_05,Laddered
0.375,0.007927396815345693,M,2,OC43_HE,Ordered,rho_05,Laddered
0.375,0.019252249408696683,M,4,OC43_HE,Ordered,rho_05,Laddered
0.375,0.4602675819628768,P,1,OC43_HE,Ordered,rho_05,Laddered
0.5,0.0033727287443597966,M,2,OC43_HE,Ordered,rho_05,Laddered
0.5,0.009154549448976588,M,3,OC43_HE,Ordered,rho_05,Laddered
0.5,0.008190912664873791,M,4,OC43_HE,Ordered,rho_05,Laddered
0.5,0.004095456332436896,M,5,OC43_HE,Ordered,rho_05,Laddered
0.5,0.40989514704041885,P,1,OC43_HE,Ordered,rho_05,Laddered
0.625,0.0014349311457833855,M,2,OC43_HE,Ordered,rho_05,Laddered
0.625,0.003894813109983474,M,3,OC43_HE,Ordered,rho_05,Laddered
0.625,0.003484832782616793,M,4,OC43_HE,Ordered,rho_05,Laddered
0.625,0.0017424163913083966,M,5,OC43_HE,Ordered,rho_05,Laddered
0.625,0.3668353997363933,P,1,OC43_HE,Ordered,rho_05,Laddered
0.75,0.0016570566865628316,M,3,OC43_HE,Ordered,rho_05,Laddered
0.75,0.3325933511769573,P,1,OC43_HE,Ordered,rho_05,Laddered
0.875,0.30586029738980625,P,1,OC43_HE,Ordered,rho_05,Laddered
0.875,0.2591177223357641,P,2,OC43_HE,Ordered,rho_05,Laddered
0.875,0.19405815379487446,P,3,OC43_HE,Ordered,rho_05,Laddered
1,0.28498567280687537,P,1,OC43_HE,Ordered,rho_05,Laddered
1,0.24902492198082027,P,2,OC43_HE,Ordered,rho_05,Laddered
1,0.19682044818128663,P,3,OC43_HE,Ordered,rho_05,Laddered
1,0.14849032588243888,P,4,OC43_HE,Ordered,rho_05,Laddered
1,0.11986576953751397,P,5,OC43_HE,Ordered,rho_05,Laddered
2,0.21751605233688942,P,1,OC43_HE,Ordered,rho_05,Laddered
2,0.21030339075024118,P,2,OC43_HE,Ordered,rho_05,Laddered
2,0.19988156546728603,P,3,OC43_HE,Ordered,rho_05,Laddered
2,0.1895946003749296,P,4,OC43_HE,Ordered,rho_05,Laddered
2,0.18270350588129056,P,5,OC43_HE,Ordered,rho_05,Laddered
3,0.20590763680931787,P,1,OC43_HE,Ordered,rho_05,Laddered
3,0.2032153700877756,P,2,OC43_HE,Ordered,rho_05,Laddered
3,0.19996838737867473,P,3,OC43_HE,Ordered,rho_05,Laddered
3,0.1967556236055817,P,4,OC43_HE,Ordered,rho_05,Laddered
3,0.1941529803991557,P,5,OC43_HE,Ordered,rho_05,Laddered
4,0.20386166778850076,P,1,OC43_HE,Ordered,rho_05,Laddered
4,0.20196499456914507,P,2,OC43_HE,Ordered,rho_05,Laddered
4,0.19998242024015192,P,3,OC43_HE,Ordered,rho_05,Laddered
4,0.19801799766895986,P,4,OC43_HE,Ordered,rho_05,Laddered
4,0.1961729197389245,P,5,OC43_HE,Ordered,rho_05,Laddered
5,0.20350074207754607,P,1,OC43_HE,Ordered,rho_05,Laddered
5,0.20174435910813698,P,2,OC43_HE,Ordered,rho_05,Laddered
5,0.19998494745285372,P,3,OC43_HE,Ordered,rho_05,Laddered
5,0.19824065729581877,P,4,OC43_HE,Ordered,rho_05,Laddered
5,0.1965292940650745,P,5,OC43_HE,Ordered,rho_05,Laddered
10,0.20342356636006179,P,1,OC43_HE,Ordered,rho_05,Laddered
10,0.20169719594187008,P,2,OC43_HE,Ordered,rho_05,Laddered
10,0.19998547313881768,P,3,OC43_HE,Ordered,rho_05,Laddered
10,0.19828827700018573,P,4,OC43_HE,Ordered,rho_05,Laddered
10,0.19660548755906473,P,5,OC43_HE,Ordered,rho_05,Laddered
15,0.20342355208418778,P,1,OC43_HE,Ordered,rho_05,Laddered
15,0.2016971872171184,P,2,OC43_HE,Ordered,rho_05,Laddered
15,0.19998547323662366,P,3,OC43_HE,Ordered,rho_05,Laddered
15,0.19828828580847477,P,4,OC43_HE,Ordered,rho_05,Laddered
15,0.19660550165359533,P,5,OC43_HE,Ordered,rho_05,Laddered
20,0.20342355207864074,P,1,OC43_HE,Ordered,rho_05,Laddered
20,0.20169718721372829,P,2,OC43_HE,Ordered,rho_05,Laddered
20,0.19998547323666166,P,3,OC43_HE,Ordered,rho_05,Laddered
20,0.1982882858118973,P,4,OC43_HE,Ordered,rho_05,Laddered
20,0.196605501659072,P,5,OC43_HE,Ordered,rho_05,Laddered
25,0.20342355207863858,P,1,OC43_HE,Ordered,rho_05,Laddered
25,0.20169718721372695,P,2,OC43_HE,Ordered,rho_05,Laddered
25,0.19998547323666166,P,3,OC43_HE,Ordered,rho_05,Laddered
25,0.19828828581189864,P,4,OC43_HE,Ordered,rho_05,Laddered
25,0.19660550165907412,P,5,OC43_HE,Ordered,rho_05,Laddered
30,0.20342355207863858,P,1,OC43_HE,Ordered,rho_05,Laddered
30,0.20169718721372695,P,2,OC43_HE,Ordered,rho_05,Laddered
30,0.19998547323666166,P,3,OC43_HE,Ordered,rho_05,Laddered
30,0.19828828581189864,P,4,OC43_HE,Ordered,rho_05,Laddered
30,0.19660550165907412,P,5,OC43_HE,Ordered,rho_05,Laddered
35,0.20342355207863858,P,1,OC43_HE,Ordered,rho_05,Laddered
35,0.20169718721372695,P,2,OC43_HE,Ordered,rho_05,Laddered
35,0.19998547323666166,P,3,OC43_HE,Ordered,rho_05,Laddered
35,0.19828828581189864,P,4,OC43_HE,Ordered,rho_05,Laddered
35,0.19660550165907412,P,5,OC43_HE,Ordered,rho_05,Laddered
40,0.20342355207863858,P,1,OC43_HE,Ordered,rho_05,Laddered
40,0.20169718721372695,P,2,OC43_HE,Ordered,rho_05,Laddered
40,0.1999854732366617,P,3,OC43_HE,Ordered,rho_05,Laddered
40,0.19828828581189867,P,4,OC43_HE,Ordered,rho_05,Laddered
40,0.19660550165907414,P,5,OC43_HE,Ordered,rho_05,Laddered
45,0.20342355207863858,P,1,OC43_HE,Ordered,rho_05,Laddered
45,0.20169718721372695,P,2,OC43_HE,Ordered,rho_05,Laddered
45,0.1999854732366617,P,3,OC43_HE,Ordered,rho_05,Laddered
45,0.19828828581189867,P,4,OC43_HE,Ordered,rho_05,Laddered
45,0.19660550165907414,P,5,OC43_HE,Ordered,rho_05,Laddered
50,0.20342355207863858,P,1,OC43_HE,Ordered,rho_05,Laddered
50,0.20169718721372695,P,2,OC43_HE,Ordered,rho_05,Laddered
50,0.1999854732366617,P,3,OC43_HE,Ordered,rho_05,Laddered
50,0.19828828581189867,P,4,OC43_HE,Ordered,rho_05,Laddered
50,0.19660550165907414,P,5,OC43_HE,Ordered,rho_05,Laddered
55,0.20342355207863858,P,1,OC43_HE,Ordered,rho_05,Laddered
55,0.20169718721372695,P,2,OC43_HE,Ordered,rho_05,Laddered
55,0.1999854732366617,P,3,OC43_HE,Ordered,rho_05,Laddered
55,0.19828828581189867,P,4,OC43_HE,Ordered,rho_05,Laddered
55,0.19660550165907414,P,5,OC43_HE,Ordered,rho_05,Laddered
60,0.20342355207863858,P,1,OC43_HE,Ordered,rho_05,Laddered
60,0.20169718721372695,P,2,OC43_HE,Ordered,rho_05,Laddered
60,0.1999854732366617,P,3,OC43_HE,Ordered,rho_05,Laddered
60,0.19828828581189867,P,4,OC43_HE,Ordered,rho_05,Laddered
60,0.19660550165907414,P,5,OC43_HE,Ordered,rho_05,Laddered
65,0.20342355207863858,P,1,OC43_HE,Ordered,rho_05,Laddered
65,0.1999854732366617,P,3,OC43_HE,Ordered,rho_05,Laddered
65,0.19828828581189867,P,4,OC43_HE,Ordered,rho_05,Laddered
65,0.19660550165907414,P,5,OC43_HE,Ordered,rho_05,Laddered
0,0.08088235294117649,M,2,HKU1_S1,Ordered,rho_95,Direct
0,0.18382352941176475,M,3,HKU1_S1,Ordered,rho_95,Direct
0,0.21323529411764708,M,4,HKU1_S1,Ordered,rho_95,Direct
0,0.23529411764705882,M,5,HKU1_S1,Ordered,rho_95,Direct
0,0.03676470588235295,M,6,HKU1_S1,Ordered,rho_95,Direct
0,0.25000000000000006,P,1,HKU1_S1,Ordered,rho_95,Direct
0.125,2.9372158232541183e-8,M,2,HKU1_S1,Ordered,rho_95,Direct
0.125,7.743568988579044e-8,M,4,HKU1_S1,Ordered,rho_95,Direct
0.125,8.54462784946653e-8,M,5,HKU1_S1,Ordered,rho_95,Direct
0.125,0.851689633093012,P,1,HKU1_S1,Ordered,rho_95,Direct
0.25,3.120177643734982e-8,M,2,HKU1_S1,Ordered,rho_95,Direct
0.25,7.091312826670431e-8,M,3,HKU1_S1,Ordered,rho_95,Direct
0.25,8.225922878937691e-8,M,4,HKU1_S1,Ordered,rho_95,Direct
0.25,9.076880418138082e-8,M,5,HKU1_S1,Ordered,rho_95,Direct
0.25,0.7259166489463317,P,1,HKU1_S1,Ordered,rho_95,Direct
0.375,7.808091842226656e-9,M,3,HKU1_S1,Ordered,rho_95,Direct
0.375,9.99435755805008e-9,M,5,HKU1_S1,Ordered,rho_95,Direct
0.375,0.6251936640814728,P,1,HKU1_S1,Ordered,rho_95,Direct
0.5,-1.0978128948391286e-8,M,2,HKU1_S1,Ordered,rho_95,Direct
0.5,-2.4950293064525682e-8,M,3,HKU1_S1,Ordered,rho_95,Direct
0.5,-2.8942339954849846e-8,M,4,HKU1_S1,Ordered,rho_95,Direct
0.5,-3.193637512259287e-8,M,5,HKU1_S1,Ordered,rho_95,Direct
0.5,-4.990058612905146e-9,M,6,HKU1_S1,Ordered,rho_95,Direct
0.5,0.5445315068405959,P,1,HKU1_S1,Ordered,rho_95,Direct
0.625,-6.185639529576679e-9,M,3,HKU1_S1,Ordered,rho_95,Direct
0.625,-7.175341944752289e-9,M,4,HKU1_S1,Ordered,rho_95,Direct
0.625,-7.917618274534697e-9,M,5,HKU1_S1,Ordered,rho_95,Direct
0.625,0.4799351455839692,P,1,HKU1_S1,Ordered,rho_95,Direct
0.75,-1.9771146301235652e-9,M,3,HKU1_S1,Ordered,rho_95,Direct
0.75,-2.293452985528233e-9,M,4,HKU1_S1,Ordered,rho_95,Direct
0.75,-2.5307066744191546e-9,M,5,HKU1_S1,Ordered,rho_95,Direct
0.75,0.42820302008500755,P,1,HKU1_S1,Ordered,rho_95,Direct
0.875,-2.90581555239337e-9,M,3,HKU1_S1,Ordered,rho_95,Direct
0.875,-3.7194438598673396e-9,M,5,HKU1_S1,Ordered,rho_95,Direct
0.875,0.3867746842235391,P,1,HKU1_S1,Ordered,rho_95,Direct
1,0.353597437256429,P,1,HKU1_S1,Ordered,rho_95,Direct
1,0.3260029565093011,P,2,HKU1_S1,Ordered,rho_95,Direct
1,0.19699535992925318,P,3,HKU1_S1,Ordered,rho_95,Direct
1,0.08521129952691017,P,4,HKU1_S1,Ordered,rho_95,Direct
1,0.03808109022033917,P,5,HKU1_S1,Ordered,rho_95,Direct
2,0.24276458975492532,P,1,HKU1_S1,Ordered,rho_95,Direct
2,0.22908135336855845,P,2,HKU1_S1,Ordered,rho_95,Direct
2,0.20240410517450613,P,3,HKU1_S1,Ordered,rho_95,Direct
2,0.15101813872309638,P,4,HKU1_S1,Ordered,rho_95,Direct
2,0.17354485583637605,P,5,HKU1_S1,Ordered,rho_95,Direct
2,0.0011868548615693428,P,6,HKU1_S1,Ordered,rho_95,Direct
3,0.22401476255369585,P,1,HKU1_S1,Ordered,rho_95,Direct
3,0.1867056305024622,P,2,HKU1_S1,Ordered,rho_95,Direct
3,0.16260175890417058,P,3,HKU1_S1,Ordered,rho_95,Direct
3,0.13936652151654752,P,4,HKU1_S1,Ordered,rho_95,Direct
3,0.28405073274515763,P,5,HKU1_S1,Ordered,rho_95,Direct
3,0.003260605082970559,P,6,HKU1_S1,Ordered,rho_95,Direct
4,0.22084288633318694,P,1,HKU1_S1,Ordered,rho_95,Direct
4,0.17514193290233726,P,2,HKU1_S1,Ordered,rho_95,Direct
4,0.14289038952827784,P,3,HKU1_S1,Ordered,rho_95,Direct
4,0.11977753355466386,P,4,HKU1_S1,Ordered,rho_95,Direct
4,0.33587740404421407,P,5,HKU1_S1,Ordered,rho_95,Direct
4,0.00546996993301392,P,6,HKU1_S1,Ordered,rho_95,Direct
5,0.22030604291980066,P,1,HKU1_S1,Ordered,rho_95,Direct
5,0.17244217736456344,P,2,HKU1_S1,Ordered,rho_95,Direct
5,0.13633034835415384,P,3,HKU1_S1,Ordered,rho_95,Direct
5,0.1097275396741741,P,4,HKU1_S1,Ordered,rho_95,Direct
5,0.35390330305725515,P,5,HKU1_S1,Ordered,rho_95,Direct
5,0.007290586024850433,P,6,HKU1_S1,Ordered,rho_95,Direct
10,0.22019673975172582,P,1,HKU1_S1,Ordered,rho_95,Direct
10,0.17171033361618931,P,2,HKU1_S1,Ordered,rho_95,Direct
10,0.13390152320079618,P,3,HKU1_S1,Ordered,rho_95,Direct
10,0.10442209618286521,P,4,HKU1_S1,Ordered,rho_95,Direct
10,0.35888883583465114,P,5,HKU1_S1,Ordered,rho_95,Direct
10,0.01088047141377253,P,6,HKU1_S1,Ordered,rho_95,Direct
15,0.22019672458602177,P,1,HKU1_S1,Ordered,rho_95,Direct
15,0.17171012710965522,P,2,HKU1_S1,Ordered,rho_95,Direct
15,0.1339001199520576,P,3,HKU1_S1,Ordered,rho_95,Direct
15,0.10441575480286579,P,4,HKU1_S1,Ordered,rho_95,Direct
15,0.35840455534937865,P,5,HKU1_S1,Ordered,rho_95,Direct
20,0.22019672458391756,P,1,HKU1_S1,Ordered,rho_95,Direct
20,0.1717101270664398,P,2,HKU1_S1,Ordered,rho_95,Direct
20,0.1339001195086253,P,3,HKU1_S1,Ordered,rho_95,Direct
20,0.10441575177235157,P,4,HKU1_S1,Ordered,rho_95,Direct
20,0.3583391670968362,P,5,HKU1_S1,Ordered,rho_95,Direct
25,0.22019672458391729,P,1,HKU1_S1,Ordered,rho_95,Direct
25,0.17171012706643177,P,2,HKU1_S1,Ordered,rho_95,Direct
25,0.13390011950851527,P,3,HKU1_S1,Ordered,rho_95,Direct
25,0.10441575177134538,P,4,HKU1_S1,Ordered,rho_95,Direct
25,0.35833048179992627,P,5,HKU1_S1,Ordered,rho_95,Direct
25,0.0114467952698641,P,6,HKU1_S1,Ordered,rho_95,Direct
30,0.22019672458391729,P,1,HKU1_S1,Ordered,rho_95,Direct
30,0.17171012706643177,P,2,HKU1_S1,Ordered,rho_95,Direct
30,0.13390011950851524,P,3,HKU1_S1,Ordered,rho_95,Direct
30,0.10441575177134511,P,4,HKU1_S1,Ordered,rho_95,Direct
30,0.3583293282242181,P,5,HKU1_S1,Ordered,rho_95,Direct
35,0.22019672458391723,P,1,HKU1_S1,Ordered,rho_95,Direct
35,0.1717101270664317,P,2,HKU1_S1,Ordered,rho_95,Direct
35,0.13390011950851521,P,3,HKU1_S1,Ordered,rho_95,Direct
35,0.10441575177134509,P,4,HKU1_S1,Ordered,rho_95,Direct
35,0.35832917582662344,P,5,HKU1_S1,Ordered,rho_95,Direct
35,0.011448101243167325,P,6,HKU1_S1,Ordered,rho_95,Direct
40,0.22019672458391729,P,1,HKU1_S1,Ordered,rho_95,Direct
40,0.17171012706643177,P,2,HKU1_S1,Ordered,rho_95,Direct
40,0.13390011950851524,P,3,HKU1_S1,Ordered,rho_95,Direct
40,0.10441575177134511,P,4,HKU1_S1,Ordered,rho_95,Direct
40,0.358329154928666,P,5,HKU1_S1,Ordered,rho_95,Direct
40,0.011448122141124643,P,6,HKU1_S1,Ordered,rho_95,Direct
45,0.2201967245839173,P,1,HKU1_S1,Ordered,rho_95,Direct
45,0.1717101270664318,P,2,HKU1_S1,Ordered,rho_95,Direct
45,0.13390011950851527,P,3,HKU1_S1,Ordered,rho_95,Direct
45,0.10441575177134513,P,4,HKU1_S1,Ordered,rho_95,Direct
45,0.35832915201277027,P,5,HKU1_S1,Ordered,rho_95,Direct
45,0.011448125057020291,P,6,HKU1_S1,Ordered,rho_95,Direct
50,0.22019672458391729,P,1,HKU1_S1,Ordered,rho_95,Direct
50,0.17171012706643177,P,2,HKU1_S1,Ordered,rho_95,Direct
50,0.13390011950851524,P,3,HKU1_S1,Ordered,rho_95,Direct
50,0.10441575177134511,P,4,HKU1_S1,Ordered,rho_95,Direct
50,0.35832915160591494,P,5,HKU1_S1,Ordered,rho_95,Direct
55,0.17171012706643177,P,2,HKU1_S1,Ordered,rho_95,Direct
55,0.13390011950851524,P,3,HKU1_S1,Ordered,rho_95,Direct
55,0.10441575177134511,P,4,HKU1_S1,Ordered,rho_95,Direct
55,0.35832915154914635,P,5,HKU1_S1,Ordered,rho_95,Direct
55,0.011448125520644323,P,6,HKU1_S1,Ordered,rho_95,Direct
60,0.13390011950851524,P,3,HKU1_S1,Ordered,rho_95,Direct
60,0.10441575177134511,P,4,HKU1_S1,Ordered,rho_95,Direct
60,0.35832915154122535,P,5,HKU1_S1,Ordered,rho_95,Direct
60,0.011448125528565258,P,6,HKU1_S1,Ordered,rho_95,Direct
65,0.17171012706643177,P,2,HKU1_S1,Ordered,rho_95,Direct
65,0.10441575177134511,P,4,HKU1_S1,Ordered,rho_95,Direct
65,0.3583291515401202,P,5,HKU1_S1,Ordered,rho_95,Direct
0,0.08088235294117649,M,2,HKU1_S1,Ordered,rho_95,Laddered
0,0.18382352941176475,M,3,HKU1_S1,Ordered,rho_95,Laddered
0,0.21323529411764708,M,4,HKU1_S1,Ordered,rho_95,Laddered
0,0.23529411764705882,M,5,HKU1_S1,Ordered,rho_95,Laddered
0,0.03676470588235295,M,6,HKU1_S1,Ordered,rho_95,Laddered
0,0.25000000000000006,P,1,HKU1_S1,Ordered,rho_95,Laddered
0.125,0.03980608469072006,M,2,HKU1_S1,Ordered,rho_95,Laddered
0.125,0.10494331418462563,M,4,HKU1_S1,Ordered,rho_95,Laddered
0.125,0.11579951910027653,M,5,HKU1_S1,Ordered,rho_95,Laddered
0.125,0.5925085147983358,P,1,HKU1_S1,Ordered,rho_95,Laddered
0.25,0.01959056656768664,M,2,HKU1_S1,Ordered,rho_95,Laddered
0.25,0.04452401492656057,M,3,HKU1_S1,Ordered,rho_95,Laddered
0.25,0.05164785731481025,M,4,HKU1_S1,Ordered,rho_95,Laddered
0.25,0.056990739105997494,M,5,HKU1_S1,Ordered,rho_95,Laddered
0.25,0.7241075054701992,P,1,HKU1_S1,Ordered,rho_95,Laddered
0.375,0.021912474439618388,M,3,HKU1_S1,Ordered,rho_95,Laddered
0.375,0.02804796728271152,M,5,HKU1_S1,Ordered,rho_95,Laddered
0.375,0.7563703012985111,P,1,HKU1_S1,Ordered,rho_95,Laddered
0.5,0.0047450655447010374,M,2,HKU1_S1,Ordered,rho_95,Laddered
0.5,0.010784239874320546,M,3,HKU1_S1,Ordered,rho_95,Laddered
0.5,0.012509718254211832,M,4,HKU1_S1,Ordered,rho_95,Laddered
0.5,0.013803827039130297,M,5,HKU1_S1,Ordered,rho_95,Laddered
0.5,0.0021568479748641086,M,6,HKU1_S1,Ordered,rho_95,Laddered
0.5,0.7435456112079832,P,1,HKU1_S1,Ordered,rho_95,Laddered
0.625,0.005307469458097105,M,3,HKU1_S1,Ordered,rho_95,Laddered
0.625,0.006156664571392642,M,4,HKU1_S1,Ordered,rho_95,Laddered
0.625,0.006793560906364292,M,5,HKU1_S1,Ordered,rho_95,Laddered
0.625,0.7117814512076953,P,1,HKU1_S1,Ordered,rho_95,Laddered
0.75,0.002612129730079203,M,3,HKU1_S1,Ordered,rho_95,Laddered
0.75,0.003030070486891877,M,4,HKU1_S1,Ordered,rho_95,Laddered
0.75,0.0033435260545013794,M,5,HKU1_S1,Ordered,rho_95,Laddered
0.75,0.6734847778567942,P,1,HKU1_S1,Ordered,rho_95,Laddered
0.875,0.001285551185572156,M,3,HKU1_S1,Ordered,rho_95,Laddered
0.875,0.0016455055175323594,M,5,HKU1_S1,Ordered,rho_95,Laddered
0.875,0.6343752592953974,P,1,HKU1_S1,Ordered,rho_95,Laddered
1,0.5969408330156128,P,1,HKU1_S1,Ordered,rho_95,Laddered
1,0.2949204083877902,P,2,HKU1_S1,Ordered,rho_95,Laddered
1,0.08507099085761202,P,3,HKU1_S1,Ordered,rho_95,Laddered
1,0.017373098143159547,P,4,HKU1_S1,Ordered,rho_95,Laddered
1,0.003099718210320346,P,5,HKU1_S1,Ordered,rho_95,Laddered
2,0.3887891412706717,P,1,HKU1_S1,Ordered,rho_95,Laddered
2,0.33104055868560317,P,2,HKU1_S1,Ordered,rho_95,Laddered
2,0.1799377881125247,P,3,HKU1_S1,Ordered,rho_95,Laddered
2,0.07186405310270949,P,4,HKU1_S1,Ordered,rho_95,Laddered
2,0.028095912656145767,P,5,HKU1_S1,Ordered,rho_95,Laddered
2,2.636308636991842e-4,P,6,HKU1_S1,Ordered,rho_95,Laddered
3,0.28063270017580433,P,1,HKU1_S1,Ordered,rho_95,Laddered
3,0.2967200675641006,P,2,HKU1_S1,Ordered,rho_95,Laddered
3,0.21867523308072315,P,3,HKU1_S1,Ordered,rho_95,Laddered
3,0.1255276010003808,P,4,HKU1_S1,Ordered,rho_95,Laddered
3,0.07730787903944945,P,5,HKU1_S1,Ordered,rho_95,Laddered
3,0.0011364716800828826,P,6,HKU1_S1,Ordered,rho_95,Laddered
4,0.21575040526106254,P,1,HKU1_S1,Ordered,rho_95,Laddered
4,0.2552281833873674,P,2,HKU1_S1,Ordered,rho_95,Laddered
4,0.2250740722979217,P,3,HKU1_S1,Ordered,rho_95,Laddered
4,0.16446253853704873,P,4,HKU1_S1,Ordered,rho_95,Laddered
4,0.13674517023934732,P,5,HKU1_S1,Ordered,rho_95,Laddered
4,0.0027396330035068003,P,6,HKU1_S1,Ordered,rho_95,Laddered
5,0.17268946501244686,P,1,HKU1_S1,Ordered,rho_95,Laddered
5,0.21893996444104005,P,2,HKU1_S1,Ordered,rho_95,Laddered
5,0.21802534369625504,P,3,HKU1_S1,Ordered,rho_95,Laddered
5,0.19050958474273466,P,4,HKU1_S1,Ordered,rho_95,Laddered
5,0.1949336247389507,P,5,HKU1_S1,Ordered,rho_95,Laddered
5,0.004902017375347625,P,6,HKU1_S1,Ordered,rho_95,Laddered
10,0.07994816019957546,P,1,HKU1_S1,Ordered,rho_95,Laddered
10,0.12113719982569669,P,2,HKU1_S1,Ordered,rho_95,Laddered
10,0.16911049700958536,P,3,HKU1_S1,Ordered,rho_95,Laddered
10,0.23894414806148764,P,4,HKU1_S1,Ordered,rho_95,Laddered
10,0.37447118316817296,P,5,HKU1_S1,Ordered,rho_95,Laddered
10,0.01638881173563571,P,6,HKU1_S1,Ordered,rho_95,Laddered
15,0.05461719440077358,P,1,HKU1_S1,Ordered,rho_95,Laddered
15,0.091500379906099,P,2,HKU1_S1,Ordered,rho_95,Laddered
15,0.1499390926072813,P,3,HKU1_S1,Ordered,rho_95,Laddered
15,0.24975764589756272,P,4,HKU1_S1,Ordered,rho_95,Laddered
15,0.431813265667305,P,5,HKU1_S1,Ordered,rho_95,Laddered
20,0.04706531121411187,P,1,HKU1_S1,Ordered,rho_95,Laddered
20,0.08256927131865871,P,2,HKU1_S1,Ordered,rho_95,Laddered
20,0.14399625867044707,P,3,HKU1_S1,Ordered,rho_95,Laddered
20,0.25278448981810014,P,4,HKU1_S1,Ordered,rho_95,Laddered
20,0.44904037216407755,P,5,HKU1_S1,Ordered,rho_95,Laddered
25,0.0447866720227623,P,1,HKU1_S1,Ordered,rho_95,Laddered
25,0.07986812284728317,P,2,HKU1_S1,Ordered,rho_95,Laddered
25,0.1421855344225724,P,3,HKU1_S1,Ordered,rho_95,Laddered
25,0.253675471598628,P,4,HKU1_S1,Ordered,rho_95,Laddered
25,0.45423390730436175,P,5,HKU1_S1,Ordered,rho_95,Laddered
25,0.02525029180439208,P,6,HKU1_S1,Ordered,rho_95,Laddered
30,0.04409681910136281,P,1,HKU1_S1,Ordered,rho_95,Laddered
30,0.07904965361389041,P,2,HKU1_S1,Ordered,rho_95,Laddered
30,0.14163529795266874,P,3,HKU1_S1,Ordered,rho_95,Laddered
